-5497488 5077519 2856581 c0f37797570b5e6b
4867504 2585957 -5646997 c0f15a7a1e539040
4254608 -4294361 3882927 c0f15204548aa54b
2568176 -4269415 6430277 c0f13697954a642a
-5573200 5070536 2429740 c0f0c364afda1c0b
3716752 -4366451 4158316 c0f079d5ff0907ec
3816752 -4301085 4034419 c0f02b5ba3869b33
4265328 -5738799 2583670 c0eee156ce78990a
4360720 2538280 -5709743 c0eedbf3045abc29
2358544 -6213718 4159543 c0edc3eed9fefbe0
4209968 -4265947 3246571 c0ec7859609a335e
4341040 -4324350 3077919 c0ec36679f298b73
3858544 -5745947 2575799 c0ebe280634eac53
4865328 -6237451 1846806 c0eb5daf2c375b80
4533168 -1974707 6258223 c0eb5ab339aa0432
4687856 2665527 -4387974 c0eac5ccb83c9ae1
3827472 -5259728 2693975 c0ea7b34f0c7c707
3478896 -3828726 3992582 c0e9f784e0c56784
3534256 -4285443 3413977 c0e93f72f61c0ce0
3634256 -4255586 3313584 c0e905f0b5bacf2b
4674288 2159804 -5028940 c0e8ca3ca15aea2c
-1696400 -6050665 -4835932 c0e83cb61018c9b4
4351760 -6255857 1754917 c0e753fadfa920bf
3951760 -5640032 2112631 c0e6fdcdcdfa949f
4589616 -6076815 1671040 c0e6c1b70187cc5a
3996400 -4316211 2622327 c0e6162a3cb83e81
5778896 -4368741 1774831 c0e5e108a9222011
3630320 -2467979 4999632 c0e5df4f0e577dc0
4237104 -2139746 4794659 c0e539be2e61bfce
2938192 -6236203 2326941 c0e4d19d52d35ee5
4496400 -4321587 2162377 c0e4844d1d8672e1
5058544 -5844159 1406958 c0e44f39df7442ca
3989616 -4532625 2276488 c0e419d6ffd34c3d
3576048 -5740461 1993474 c0e3fb4b903d90fe
4158544 -4648509 2112777 c0e3f144ecc6369b
4765328 -4381639 1942162 c0e3cd07ab36341c
5472112 -4348283 1672402 c0e36e33dddd7edb
3544976 -5434786 2062216 c0e366612e3d30d8
3782832 -5033628 2077374 c0e3508170f73a21
3407120 -6208420 1867930 c0e34b004ce200ed
3606032 -1981432 5488044 c0e3259534ba0e6b
1776048 -6136152 3590978 c0e31bdad9d6c5b4
4865328 -4337451 1854205 c0e31b30725222e8
4182832 -5592128 1661720 c0e2faa5bdeca5bc
4051760 -4476756 2070096 c0e2559deb36a788
3689616 -3941602 2557431 c0e22916d4541a2a
3751760 -4461391 2168286 c0e1b89d69bdebc0
3520688 -3890216 2622488 c0e189c6ee93f383
5703184 -4943425 1251410 c0e13a2a93195f99
-1358544 -5367143 -4823856 c0e12ca4a90f1c57
4251760 -4419133 1863614 c0e118f3bb5b28b3
4413904 -6249423 1267797 c0e1136b86cd22a8
-1282832 -6217066 -4353250 c0e0f3e44167751b
-1127472 -5850016 -5244289 c0e0e3bd21293078
2931408 -6222148 1891299 c0e0d8147c4c789d
-1127472 -6033147 -5060574 c0e0cee1dd8fb2a1
4681072 1513891 -4774099 c0e085092a671e69
3654608 -2019716 4542800 c0e05f744dce307e
3585680 -2100909 4288481 c0df8c7b94e16e19
4979984 6086150 -1058607 c0df554faf0fdb91
4385680 -2042094 3564625 c0df2d2b5b8bf727
1923536 -2604344 6348672 c0df0eff1ef65183
4376048 -5947629 1220593 c0df06208766cfea
5258544 -4943861 1221422 c0df027b9be5382b
3231408 -6205429 1583335 c0df015dcb508a23
3507120 -4994985 1808677 c0def11b3376af46
3538192 -5043669 1774051 c0deeab17366e354
5765328 -5832975 930228 c0de8ca9a21d32bc
3844976 -4358971 1862310 c0de7b24c04cbde3
3069264 -5430715 1854030 c0de2de1936874e1
-1027472 -5805997 -5135362 c0ddeabfea39428a
3978896 -2028624 3751813 c0dd92dcb6d6b183
4551760 -4429306 1490521 c0dd58a65c6fcc53
4113904 -4534813 1608186 c0dd4c7e426652b8
5865328 -4801802 1061795 c0dd342301c20b0e
-1776048 -4847969 -3436734 c0dce5c388d6fe6b
3378896 -2037877 4292895 c0dcddfa070f4084
3609968 -2130117 3807588 c0dc97c23ebfb8ef
4589616 -3976815 1601700 c0dc8c9420b4dadb
3707120 -4668114 1667215 c0dc2ce591752456
4582832 -4950628 1266235 c0dc0e0d586a7424
-1189616 -4842327 -4929114 c0dbba8d5e81bcb8
-2862480 -6260473 -1579197 c0dba2fdd79e91cb
4889616 -4398910 1313447 c0db96b9ff2544e0
3269264 -4427846 1951456 c0db963871a216cd
4644976 -6123464 991091 c0db877c42b413c2
3331408 -5456165 1524673 c0db1062a9a3d531
5327472 -4299442 1208799 c0db09eec41e0afe
3462480 -6134435 1303272 c0db087dba64481b
5396400 -4152620 1226948 c0dad9baf7a34569
3809968 -1942060 3675292 c0da8e8aee1438f1
5665328 -4477163 1057889 c0da343b653f6666
3062480 -4998009 1743946 c0da11575f67dffb
-1507120 -4842032 -3631322 c0d9e0ea08d09dcf
5765328 -5032975 911010 c0d9d0a342e4a776
4451760 -4337229 1365327 c0d9be89659daa2c
3876048 -4435559 1533268 c0d9be27849271e2
4376048 -4847629 1235718 c0d99976750458d3
4551760 -4335716 1321092 c0d975fbc36cefe5
4276048 -5541552 1098399 c0d96ae65c333b34
3738192 -4502467 1540614 c0d9528d3e084e61
4413904 -4349423 1348058 c0d945fb8f9526dd
3055696 -6379869 1322954 c0d92fba2ea0c84b
3131408 -4623621 1755683 c0d8d2e3b023ad07
3869264 -5944472 1100617 c0d8b8bfc0478d9e
4851760 -4308407 1211034 c0d8b8ab3f397ee8
3869264 -5844472 1115467 c0d8a23d0392b586
1851760 -3255254 4177185 c0d896f6f5e32f3a
3976048 -4429289 1413363 c0d84eb507eb63b0
3869264 -5444472 1174868 c0d82b78b775a1cf
-1438192 -4830566 -3515328 c0d7d97e417ddd5a
-1338192 -4834587 -3774341 c0d7d89fdcb64048
4513904 -4364650 1236617 c0d7cad6389e6681
2686768 -6361932 1415875 c0d7a2667cf8fea6
6034256 -4325458 922876 c0d785fa763c8dd3
5120688 -4337096 1071353 c0d73c65a4d5264d
4476048 -4648525 1139478 c0d72749222209e5
-782832 -6140930 -4912532 c0d7100628457df5
3400336 -4424777 1560025 c0d6ebed9bee8e63
2231408 -3973779 2636994 c0d6d5a31542fe04
4613904 -4279877 1160764 c0d662627dd778f4
4069264 -4767857 1180513 c0d65dfb06e54318
3665328 -1929861 3229709 c0d64f656351cbaa
4276048 -4146733 1284897 c0d63fd44f99cf1b
4038192 -4540663 1234849 c0d61c91b1affcd2
5489616 -5343100 771156 c0d616cdb36326cb
4776048 -5351212 877463 c0d5e678d7ee9f7b
5658544 -4943265 798068 c0d5ccd38070844e
2962480 -4637612 1606146 c0d58ca490e15a93
-920688 -4849920 -4913827 c0d56d61f569ae16
4482832 -3728235 1299762 c0d536bf488fbb51
4107120 -4445444 1182666 c0d516454a6cdfc6
5796400 -4309349 858423 c0d4f0932d515053
4844976 -5439587 810360 c0d4db31398b580c
4476048 -4348525 1082091 c0d49182bd7da1ed
4276048 -4341552 1134378 c0d490d7ad50dc3f
6134256 -4295602 795666 c0d479838e916716
4782832 -4395414 997135 c0d4789305374bf3
5051760 -4350783 953282 c0d47612a63a3268
4000336 -5934333 881154 c0d46d8020dc9047
5827472 -4968989 720641 c0d460d615cbeb08
-1076048 -4642017 -4165830 c0d4521d5c94bfce
2824624 -4422179 1640519 c0d402ed84f440c1
4307120 -4418574 1074241 c0d3f70eee6bf392
-589616 -6341131 -5431024 c0d3d46c070b21b0
-644976 -6346615 -4896970 c0d39354f27c053c
-1007120 -4813965 -4119302 c0d380d774c95093
1648912 -5048663 2363682 c0d3374baa9c7e1a
3086768 -6357454 991121 c0d2fe6fa0fc6cbf
-644976 -6146615 -4894863 c0d2f35279263cc1
4269264 -6135814 737130 c0d2db5b0947235f
4169264 -5339675 867244 c0d2dac211e0a2fb
1396400 -2640687 5211806 c0d2c49350a425a4
2855696 -4518981 1488964 c0d2c3b583f4b258
2955696 -4633889 1382110 c0d27c78b4f86ff5
6465328 -6441812 452893 c0d26b920061468f
5996400 -5037714 621356 c0d25480e7db11cc
3055696 -4879869 1258058 c0d251d9ae3f6275
2779984 -6221589 1069781 c0d211b60955d689
3293552 -4810198 1162166 c0d1faf18f062507
5458544 -4318954 774842 c0d1d6c38caef6a4
3462480 -4481780 1175915 c0d1d1fbdfcb2931
3969264 -4409540 1033150 c0d1a8b5cae78ed1
-720688 -4781410 -5232889 c0d19c02645d1c19
3900336 -4276431 1072474 c0d1781658839253
5589616 -4963084 639843 c0d15596aa3547d6
